Article_ID,Title,Year,Journal,Publisher,Link,DOI,Total abundance wild bees reported,Honey bee abundance reported,Abundance per wild bee species,Select proportion,Select RAD,Comment
A119,Nutritional composition of honey bee food stores vary with floral composition,2017,Oecologia,Springer,https://link.springer.com/article/10.1007/s00442-017-3968-3,10.1007/s00442-017-3968-3,NO,NO,NO,NO,NO,
A120,Physiological thermal limits predict differential responses of bees to urban heat-island effects,2017,Biology …,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rsbl.2017.0125,10.1098/rsbl.2017.0125,NO,NO,NO,NO,NO,
A121,Predictability of bee community composition after floral removals differs by floral trait group,2017,Biology Letters,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rsbl.2017.0515,10.1098/rsbl.2017.0515,NO,NO,NO,NO,NO,
A122,Wild Bee Community Assemblages Across Agricultural Landscapes1,2017,Journal of Agricultural and Urban Entomology,BioOne,https://bioone.org/journals/Journal-of-Agricultural-and-Urban-Entomology/volume-33/issue-1/1523-5475-33.1.77/Wild-Bee-Community-Assemblages-Across-Agricultural-Landscapes1/10.3954/1523-5475-33.1.77.short,10.3954/1523-5475-33.1.77.short,NO,NO,NO,NO,NO,
A123,"Effect of floral diversity and urbanization on bee species community composition in Phoenix, Arizona",2017,Journal of the Arizona-Nevada Academy of …,BioOne,https://bioone.org/journals/Journal-of-the-Arizona-Nevada-Academy-of-Science/volume-47/issue-1/036.047.0102/Effect-of-Floral-Diversity-and-Urbanization-on-Bee-Species-Community/10.2181/036.047.0102.short,10.2181/036.047.0102.short,NO,NO,NO,NO,NO,
A124,The structure of flower visitor networks in relation to pollination across an agricultural to urban gradient,2017,Functional …,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12803,10.1111/1365-2435.12803,NO,NO,NO,NO,NO,Urban and rural not distinguishable
A125,Landscape and local correlates of bee abundance and species richness in urban gardens,2016,Environmental …,academic.oup.com,https://academic.oup.com/ee/article-abstract/45/3/592/2962259,https://doi.org/10.1093/ee/nvw025,YES,YES,YES,YES,NO,
A126,"Temporal dynamics influenced by global change: bee community phenology in urban, agricultural, and natural landscapes",2016,Global change …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13141,10.1111/gcb.13141,NO,NO,NO,NO,NO,Data unavailable
A127,Urban gardens promote bee foraging over natural habitats and plantations,2016,Ecology and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.1941,10.1002/ece3.1941,NO,NO,NO,NO,NO,
A128,Wild bees in the city: reimagining urban spaces for native bee health,2016,Consilience,JSTOR,https://www.jstor.org/stable/26188777,,NO,NO,NO,NO,NO,
A129,Urban growth modeling using cellular automata with multi-temporal remote sensing images calibrated by the artificial bee colony optimization algorithm,2016,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/16/12/2122,,NO,NO,NO,NO,NO,
A130,The contribution of human foods to honey bee diets in a mid-sized metropolis,2016,Journal of Urban …,academic.oup.com,https://academic.oup.com/jue/article-abstract/2/1/juw001/2624133,,NO,NO,NO,NO,NO,
A131,The proportion of impervious surfaces at the landscape scale structures wild bee assemblages in a densely populated region,2016,Ecology and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.2374,10.1002/ece3.2374,YES,NO,YES,NO,NO,No honeybees
A132,"Bee fauna and floral abundance within lawn-dominated suburban yards in Springfield, MA",2016,Annals of the Entomological Society of …,academic.oup.com,https://academic.oup.com/aesa/article-abstract/109/5/713/2195339,,NO,NO,NO,NO,NO,
A133,Widespread contamination of wildflower and bee-collected pollen with complex mixtures of neonicotinoids and fungicides commonly applied to crops,2016,Environment …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0160412015301161,,NO,NO,NO,NO,NO,
A134,Wild bees as pollinators of city trees,2016,Insect Conservation and …,Wiley Online Library,https://resjournals.onlinelibrary.wiley.com/doi/abs/10.1111/icad.12145,10.1111/icad.12145,NO,NO,NO,NO,NO,visitation
A135,Use of human-made nesting structures by wild bees in an urban environment,2016,Journal of insect …,Springer,https://link.springer.com/article/10.1007/s10841-016-9857-y,10.1007/s10841-016-9857-y,NO,NO,NO,NO,NO,
A136,Collateral effects of beekeeping: Impacts on pollen-nectar resources and wild bee communities,2016,Basic and applied ecology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1439179115001504,,NO,NO,NO,NO,NO,
A137,Bee inspired novel optimization algorithm and mathematical model for effective and efficient route planning in railway system,2016,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0166064,,NO,NO,NO,NO,NO,
A138,Cost and risk aggregation in multi-objective route planning for hazardous materials transportation—A neuro-fuzzy and artificial bee colony approach,2016,Expert Systems with …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417416304183,,NO,NO,NO,NO,NO,
A139,Bumble bee species exhibit divergent responses to urbanisation in a S outhern C alifornia landscape,2016,Ecological …,Wiley Online Library,https://resjournals.onlinelibrary.wiley.com/doi/abs/10.1111/een.12343,10.1111/een.12343,NO,NO,NO,NO,NO,
A140,The conservation value of urban green space habitats for Australian native bee communities,2015,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320715001895,https://doi.org/10.1016/j.biocon.2015.05.003,YES,YES,YES,YES,NO,
A141,"The bee fauna of large parks in downtown Paris, France",2015,Annales de la Société …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/00379271.2016.1146632,10.1080/00379271.2016.1146632,NO,NO,NO,NO,NO,
A142,"Honey bee success predicted by landscape composition in Ohio, USA",2015,PeerJ,peerj.com,https://peerj.com/articles/838/,,NO,NO,NO,NO,NO,
A143,Environmental effects on superoxide dismutase and catalase activity and expression in honey bee,2015,Archives of insect …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/arch.21253,10.1002/arch.21253,NO,NO,NO,NO,NO,
A144,Ornamental bee plants as foraging resources for urban bees in Southern Brazil,2015,Agricultural …,scirp.org,https://www.scirp.org/html/10-3000989_54891.htm,,NO,NO,NO,NO,NO,
A145,An investigation into bee assemblage change along an urban-rural gradient,2015,,etheses.bham.ac.uk,https://etheses.bham.ac.uk/id/eprint/5823/,,NO,NO,NO,NO,NO,
A146,Adolescents' exposure to tobacco and alcohol content in YouTube music videos,2015,…,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/add.12835,10.1111/add.12835,NO,NO,NO,NO,NO,
A147,Bee hotels' as tools for native pollinator conservation: a premature verdict?,2015,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0122126,,NO,NO,NO,NO,NO,
A148,Causes of variation in wild bee responses to anthropogenic drivers,2015,Current Opinion in Insect Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214574515000826,,NO,NO,NO,NO,NO,
A149,"Honey bee dance decoding and pollen-load analysis show limited foraging on spring-flowering oilseed rape, a potential source of neonicotinoid …",2015,"Agriculture, Ecosystems …",Elsevier,https://www.sciencedirect.com/science/article/pii/S0167880914005532,,NO,NO,NO,NO,NO,
A150,An improved artificial bee colony algorithm for optimal land-use allocation,2015,International Journal of …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13658816.2015.1012512,10.1080/13658816.2015.1012512,NO,NO,NO,NO,NO,
A151,Pharmacological synergism of bee venom and melittin with antibiotics and plant secondary metabolites against multi-drug resistant microbial pathogens,2015,Phytomedicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0944711314004036,,NO,NO,NO,NO,NO,
A152,Correlations between land covers and honey bee colony losses in a country with industrialized and rural regions,2015,Science of the Total …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0048969715301893,,NO,NO,NO,NO,NO,
A153,"Pollination service to urban agriculture in San Francisco, CA",2015,Urban Ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-015-0435-y,10.1007/s11252-015-0435-y,NO,NO,NO,NO,NO,
A154,Prairie restorations and bees: The potential ability of seed mixes to foster native bee communities,2015,Basic and Applied Ecology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1439179114001492,,NO,NO,NO,NO,NO,
A155,"Eating locally: dance decoding demonstrates that urban honey bees in Brighton, UK, forage mainly in the surrounding urban area",2015,Urban Ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-014-0403-y,10.1007/s11252-014-0403-y,NO,NO,NO,NO,NO,
A156,Are urban areas suitable for thermophilic and xerothermic bee species (Hymenoptera: Apoidea: Apiformes)?,2014,Apidologie,Springer,https://link.springer.com/article/10.1007/s13592-013-0232-7,10.1007/s13592-013-0232-7,NO,NO,NO,NO,NO,Data from previous studies A158
A157,Routes of acquisition of the gut microbiota of the honey bee Apis mellifera,2014,Applied and …,Am Soc Microbiol,https://journals.asm.org/doi/abs/10.1128/aem.01861-14,10.1128/aem.01861-14,NO,NO,NO,NO,NO,
A158,A comparison of social bee–plant networks between two urban areas,2014,Neotropical entomology,Springer,https://link.springer.com/article/10.1007/s13744-014-0227-8,10.1007/s13744-014-0227-8,NO,NO,NO,NO,NO,VISITATION
A159,"Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient",2014,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0104679,,YES,NO,NO,N,NO,No honeybees
A160,"Floral resources, body size, and surrounding landscape influence bee community assemblages in oak_savannah fragments",2014,Ecological Entomology,Wiley Online Library,https://resjournals.onlinelibrary.wiley.com/doi/abs/10.1111/een.12070,10.1111/een.12070,NO,NO,NO,NO,NO,Not urban
A161,Native plants are the bee's knees: local and landscape predictors of bee richness and abundance in backyard gardens,2014,Urban Ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-014-0349-0,10.1007/s11252-014-0349-0,YES,YES,YES,YES,YES,
A162,A new technique based on Artificial Bee Colony Algorithm for optimal sizing of stand-alone photovoltaic system,2014,Journal of advanced research,Elsevier,https://www.sciencedirect.com/science/article/pii/S2090123213000891,,NO,NO,NO,NO,NO,
A163,Effects of suburbanization on forest bee communities,2014,Environmental …,academic.oup.com,https://academic.oup.com/ee/article-abstract/43/2/253/526089,,NO,NO,NO,NO,NO,
A164,"Humans, bees, and pollination services in the city: the case of Chicago, IL (USA)",2014,Biodiversity and …,Springer,https://link.springer.com/article/10.1007/s10531-014-0752-0,10.1007/s10531-014-0752-0,YES,YES,YES,YES,YES,
A165,Bee inspired zonal vehicle routing algorithm in urban traffic,2014,… Indonesian Journal of Electrical …,journal.esperg.com,http://journal.esperg.com/index.php/tijee/article/view/3801,,NO,NO,NO,NO,NO,
A166,Honey Bee Ecology from an Urban Landscape Perspective: The Spatial Ecology of Feral Honey Bees,2014,In Silico Bees,taylorfrancis.com,https://www.taylorfrancis.com/chapters/oa-edit/10.1201/b16453-6/honey-bee-ecology-urban-landscape-perspective-kristen-baum-maria-tchakerian-andrew-birt-robert-coulson,10.1201/b16453-6,NO,NO,NO,NO,NO,
A167,Bee time,2014,,mcnallyrobinson.com,https://www.mcnallyrobinson.com/files/pdfs/1336_NatureEnvironment.pdf,,NO,NO,NO,NO,NO,
A168,Pollen specialization by solitary bees in an urban landscape,2014,Urban Ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-013-0321-4,10.1007/s11252-013-0321-4,NO,NO,NO,NO,NO,
A169,Buzz: Urban beekeeping and the power of the bee,2013,,books.google.com,https://books.google.com/books?hl=en&lr=&id=SVCoAAAAQBAJ&oi=fnd&pg=PP1&dq=%22wildbees%22%7C%22wild+bee%22%7C%22bee%22+%22urban%22%7C%22city%22%7C%22cities%22&ots=NzCMTDrQJV&sig=4uK6KzW0x2qOu7_90de-Xgu0jew,,NO,NO,NO,NO,NO,
A170,Urban land use limits regional bumble bee gene flow,2013,Molecular ecology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12275,10.1111/mec.12275,NO,NO,NO,NO,NO,
A171,To bee or not to bee: Whether 'tis nobler to revere or to revile those six-legged creatures during one's leisure,2013,Leisure Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/02614367.2011.626064,10.1080/02614367.2011.626064,NO,NO,NO,NO,NO,
A172,An intelligent method to discover transition rules for cellular automata using bee colony optimisation,2013,International Journal of …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13658816.2013.823498,10.1080/13658816.2013.823498,NO,NO,NO,NO,NO,
A173,Changes in wild bee fauna of a grassland in Brazil reveal negative effects associated with growing urbanization during the last 40 years,2013,Zoologia (Curitiba),SciELO Brasil,https://www.scielo.br/j/zool/a/Kcz67jcLBcvHfHDRyGKYGFp/?lang=en&format=html,,YES,YES,YES,NO,NO,Not really urban
A174,"Nesting attributes of dwarf bee, Apis florea F. under urban ecosystem of Manasagangotri campus, Mysore, India",2013,European Journal of …,eprints.uni-mysore.ac.in,http://eprints.uni-mysore.ac.in/9416/,,NO,NO,NO,NO,NO,
A175,Evaluation of morphological characteristics of honey bee Apis mellifera meda (Hymenoptera: Apidae) in Mazandaran (North of Iran),2013,Technical Journal of Engineering and …,researchgate.net,https://www.researchgate.net/profile/Alinaghi-Mirmoayedi/publication/252931608_Evaluation_of_morphological_characteristics_of_honey_bee_Apis_mellifera_meda_Hymenoptera_Apidae_in_Mazandaran_North_of_Iran/links/02e7e51f58bdb5f772000000/Evaluation-of-morphological-characteristics-of-honey-bee-Apis-mellifera-meda-Hymenoptera-Apidae-in-Mazandaran-North-of-Iran.pdf,,NO,NO,NO,NO,NO,
A176,First isolation of Kashmir bee virus (KBV) in Italy,2013,Journal of Apicultural …,Taylor &Francis,https://www.tandfonline.com/doi/pdf/10.3896/IBRA.1.52.2.08,10.3896/IBRA.1.52.2.08,NO,NO,NO,NO,NO,
A177,"Economic gain, stability of pollination and bee diversity decrease from southern to northern Europe",2013,Basic and Applied …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1439179113000911,,NO,NO,NO,NO,NO,
A178,"A successful habitat reconstruction effort, the short history of the European Bee-eater (Merops apiaster) colony at Albertirsa (Hungary)",2013,Ornis Hungarica,researchgate.net,https://www.researchgate.net/profile/Zoltan-Vas/publication/269479142_A_successful_habitat_reconstruction_effort_the_short_history_of_the_European_Bee-eater_Merops_apiaster_colony_at_Albertirsa_Hungary/links/5617805508ae839f3c7deba7/A-successful-habitat-reconstruction-effort-the-short-history-of-the-European-Bee-eater-Merops-apiaster-colony-at-Albertirsa-Hungary.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,,NO,NO,NO,NO,NO,
A179,Resource diversity and landscape-level homogeneity drive native bee foraging,2013,Proceedings of the National Academy of …,National Acad Sciences,https://www.pnas.org/doi/abs/10.1073/pnas.1208682110,10.1073/pnas.1208682110,NO,NO,NO,NO,NO,
A180,Transit network design by bee colony optimization,2013,Expert Systems with Applications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417413002881,,NO,NO,NO,NO,NO,
A181,Combinatorial Optimization Using Artificial Bee Colony Algorithm and Particle Swarm Optimization Supported Genetic Algorithm,2013,Kafkas University Journal of …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2382482,,NO,NO,NO,NO,NO,
A182,Chronic obstructive pulmonary disease in sub-Saharan Africa: a systematic review,2013,… of Tuberculosis and …,ingentaconnect.com,https://www.ingentaconnect.com/content/iuatld/ijtld/2013/00000017/00000005/art00005,,NO,NO,NO,NO,NO,
A183,Common factors influence bee foraging in urban and wildland landscapes,2012,Urban Ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-011-0211-6,10.1007/s11252-011-0211-6,NO,NO,NO,NO,NO,
A184,Pollinating animals in the urban environment,2012,Urban Ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-011-0202-7,10.1007/s11252-011-0202-7,YES,YES,YES,YES,NO,Visitation
A185,Wild bees along an urban gradient: winners and losers,2012,Journal of Insect Conservation,Springer,https://link.springer.com/article/10.1007/s10841-011-9419-2,10.1007/s10841-011-9419-2,YES,YES,YES,YES,YES,
A186,Changing bee and hoverfly pollinator assemblages along an urban-rural gradient,2011,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0023459,https://doi.org/10.1371/journal.pone.0023459,YES,YES,YES,YES,YES,
A187,"Microsite conditions dominate habitat selection of the red mason bee (Osmia bicornis, Hymenoptera: Megachilidae) in an urban environment: A case study …",2011,Landscape and Urban …,Elsevier,https://www.sciencedirect.com/science/article/pii/S016920461100209X,,NO,NO,NO,NO,NO,
A188,"A comparison of bee communities of Chicago green roofs, parks and prairies",2011,Landscape and Urban …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169204611002350,https://doi.org/10.1016/j.landurbplan.2011.07.004,YES,YES,YES,YES,NO,
A189,A combinatorial artificial bee colony algorithm for traveling salesman problem,2011,2011 International Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5946125/,,NO,NO,NO,NO,NO,
A190,QoS swarm bee routing protocol for vehicular ad hoc networks,2011,2011 IEEE international conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5963424/,,NO,NO,NO,NO,NO,
A191,The role of resources and risks in regulating wild bee populations,2011,Annual review of entomology,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-ento-120709-144802,10.1146/annurev-ento-120709-144802,NO,NO,NO,NO,NO,
A192,Gardening in the desert changes bee communities and pollination network characteristics,2011,Basic and Applied Ecology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1439179110001611,,NO,NO,NO,NO,NO,
A193,Properties of different lactic acid bacteria isolated from Apis mellifera L. bee-gut,2011,Microbiological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0944501310000042,,NO,NO,NO,NO,NO,
A194,"Hylaeus punctatus (Hymenoptera: Colletidae), a bee species new to Canada, with notes on other non-native species",2011,Journal of the …,entsocont.ca,http://www.entsocont.ca/uploads/3/0/2/6/30266933/5_jeso_142_sheffield_et_al_29_43.pdf,,NO,NO,NO,NO,NO,
A195,Artificial bee colony algorithm for traveling salesman problem,2011,Advanced materials …,Trans Tech Publ,https://www.scientific.net/AMR.314-316.2191,,NO,NO,NO,NO,NO,
A196,Determinates of inner city butterfly and bee species richness,2010,Urban ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-010-0122-y,10.1007/s11252-010-0122-y,YES,YES,YES,YES,NO,
A197,"Spider, bee, and bird communities in cities are shaped by environmental control and high stochasticity",2010,Ecology,Wiley Online Library,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/09-1810.1,10.1890/09-1810.1,NO,NO,YES,NO,NO,
A198,Honey bee biodiversity in Western Black Sea and evidence for a new honey bee ecotype in Yı_ılca provinces of Düzce city,2010,Biyoloji Bilimleri Ara_tırma Dergisi,bibad.gen.tr,http://bibad.gen.tr/index.php/bibad/article/download/61/61,,NO,NO,NO,NO,NO,
A199,Inorganic contaminants in bee pollen from southeastern Brazil,2010,Journal of Agricultural …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jf100433p,10.1021/jf100433p,NO,NO,NO,NO,NO,
A200,Bee colony optimization with local search for traveling salesman problem,2010,International Journal on Artificial …,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0218213010000200,10.1142/S0218213010000200,NO,NO,NO,NO,NO,
A201,Ecological and life-history traits predict bee species responses to environmental disturbances,2010,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320710001138,,NO,NO,NO,NO,NO,
A202,Low resource availability drives feeding niche partitioning between wild bees and honeybees in a European city,2023,Ecological Indicators,Wiley Online Library,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/eap.2727,https://doi.org/10.1002/eap.2727,YES,YES,YES,YES,YES,
A203,High honeybee abundances reduce wild bee abundances on flowers in the city of Munich,2021,Oecologia,Springer,https://doi.org/10.1007/s00442-021-04862-6,,YES,YES,YES,YES,NO,
A204,Habitat connectivity shapes urban arthropod communities: the key role of green roofs,2014,Ecology,Wiley Online Library,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/13-0705.1,https://doi.org/10.1890/13-0705.1,YES,YES,YES,YES,YES,
A205,Disentangling urban habitat and matrix effects on wild bee species,2016,PeerJ,peerj.com,https://peerj.com/articles/2729/,https://doi.org/10.7717/peerj.2729,YES,YES,YES,YES,NO,
A206,A systems approach reveals urban pollinator hotspots and conservation opportunities,2019,Nature Ecology & Evolution,nature,https://www.nature.com/articles/s41559-018-0769-y,https://doi.org/10.1038/s41559-018-0769-y,YES,YES,YES,YES,?,
A207,Are cities hotspots for bees? Local and regional diversity patterns lead to different conclusions,2020,Urban ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-020-00972-w,https://doi.org/10.1007/s11252-020-00972-w,YES,YES,YES,YES,NO,
A208,"Applying predictive models to study the ecological properties of urban ecosystems: A case study in Zürich, Switzerland",2021,Landscape and Urban …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169204621001006,https://doi.org/10.1016/j.landurbplan.2021.104137,YES,YES,YES,YES,YES,
A209,Effects of urbanisation and management practices on pollinators in tropical Africa,2018,Journal of Applied Ecology,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13270,https://doi.org/10.1111/1365-2664.13270,YES,YES,YES,YES,NO,
A210,"Wild bees in urban grasslands: Urbanisation, functional diversity and species traits",2020,Landscape and Urban …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169204619306693,https://doi.org/10.1016/j.landurbplan.2019.103731,YES,YES,YES,NO,NO,Same data as A205
A211,nteractive effects of urbanization and local habitat characteristics influence bee communities and flower visitation rates,2019,Oecologia,Springer,https://link.springer.com/article/10.1007/s00442-019-04416-x#Sec8,https://doi.org/10.1007/s00442-019-04416-x,YES,NO,YES,MO,NO,Data not available
A212,ld bee species abundance and richness across an urban–rural gradient,2018,Journal of Insect Conservation,Springer,https://link.springer.com/article/10.1007/s10841-018-0068-6#Sec2,https://doi.org/10.1007/s10841-018-0068-6,YES,YES,YES,YES,YES,
A213,"Buzzing on top: Linking wild bee diversity, abundance and traits with green roof qualities.",2018,Urban ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-017-0726-6#Sec6,https://doi.org/10.1007/s11252-017-0726-6,YES,YES,YES,YES,YES,
A214,en bee species new to green roofs in the Chicago area.,2014,The Great Lakes Entomologist,,https://scholar.valpo.edu/tgle/vol47/iss1/13/,https://doi.org/10.22543/0090-0222.2295,YES,YES,YES,NO,NO,Data from A196
A215,"Wild bees (Hymenoptera: Apoidea) in an urban botanical garden in Buenos Aires, Argentina. ",2015,Studies on Neotropical Fauna and Environment,Springer,https://www.tandfonline.com/doi/full/10.1080/01650521.2015.1093764,https://doi.org/10.1080/01650521.2015.1093764,YES,NO,YES,NO,NO,No honeybee abundance
A216,Bees (Hymenoptera: Apoidea) of the Chicago area: diversity and habitat use in an urbanized landscape,2012,The Great Lakes Entomologist,,,,NO,NO,NO,NO,NO,
A217,Experimental small_scale flower patches increase species density but not abundance of small urban bees.,2018,Journal of Applied Ecology,Wiley,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13085,https://doi.org/10.1111/1365-2664.13085,YES,YES,YES,YES,NO,
A218,"Conservation in post_industrial cities: How does vacant land management
and landscape configuration influence urban bees",2020,Journal of Applied Ecology,Wiley,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.13773,https://doi.org/10.1111/1365-2664.13773,YES,YES,YES,YES,YES,
A219,"Five years of citizen science and standardised field surveys in
an informal urban green space reveal a threatened Eden for wild bees in Brussels, Belgium.",2021,nsect Conservation and Diversity,Wiley,https://resjournals.onlinelibrary.wiley.com/doi/full/10.1111/icad.12514,https://doi.org/10.1111/icad.12514,NO,NO,NO,NO,NO,
A220,Wastelands: their attractiveness and importance for preserving the diversity of wild bees in urban areas,2019,Journal of Insect Conservation,Springer,https://link.springer.com/article/10.1007/s10841-019-00148-8#Sec23,https://doi.org/10.1007/s10841-019-00148-8,YES,NO,YES,NO,NO,
A221,"Diversity of greenspace design and management impacts pollinator communities in a densely urbanized landscape: the city of Paris, France",2023,Urban ecosystems,Springer,https://doi.org/10.1007/s11252-023-01351-x,https://doi.org/10.1007/s11252-023-01351-x,YES,YES,YES,YES,NO,
A222,Keeping Up with Insect Pollinators in Paris,2022,Insects,MDPI,https://www.mdpi.com/2076-2615/12/7/923,https://doi.org/10.3390/ani12070923,YES,YES,YES,NO,NO,Same data as A221
